0,1
8,1
9,1
12,1
14,1
16,1
22,1
24,1
32,1
35,1
37,1
42,1
47,1
50,1
58,1
65,1
68,1
69,1
70,1
74,1
76,1
83,1
90,1
91,1
92,1
95,1
96,1
98,1
105,1
106,1
109,1
111,1
112,1
113,1
120,1
122,1
129,1
132,1
133,1
134,1
137,1
142,1
145,1
146,1
148,1
152,1
163,1
169,1
174,1
177,1
179,1
182,1
190,1
196,1
197,1
204,1
207,1
209,1
211,1
213,1
215,1
221,1
224,1
231,1
236,1
239,1
243,1
248,1
256,1
261,1
264,1
270,1
274,1
277,1
280,1
282,1
289,1
291,1
294,1
301,1
302,1
310,1
312,1
315,1
316,1
327,1
328,1
331,1
334,1
335,1
338,1
345,1
349,1
354,1
358,1
366,1
368,1
371,1
374,1
378,1
