Job ID,GCUs Required,Execution Time,DeadLine,Lastest Time Schedulable,GCUs Req High,GCUs Req Medium,GCUs Req Low,ET High,ET Medium,ET Low,Deadline Flexibility
0,2,2,50,48,2,0,0,2,0,0,0
1,6,15,39,24,6,0,0,15,0,0,0
2,10,10,18,8,10,0,0,10,0,0,0
3,10,10,22,12,10,0,0,10,0,0,0
4,14,14,29,15,14,0,0,14,0,0,0
5,12,12,29,17,12,0,0,12,0,0,0
6,2,2,47,45,2,0,0,2,0,0,0
7,12,25,47,22,12,0,0,25,0,0,0
8,8,8,98,90,8,0,0,8,0,0,0
9,4,4,40,36,4,0,0,4,0,0,0
10,2,2,44,42,2,0,0,2,0,0,0
11,2,2,69,67,2,0,0,2,0,0,0
12,4,4,42,38,4,0,0,4,0,0,0
13,4,4,45,41,4,0,0,4,0,0,0
14,8,8,77,69,8,0,0,8,0,0,0
15,2,2,111,109,2,0,0,2,0,0,0
16,8,8,109,101,8,0,0,8,0,0,0
17,14,36,109,73,14,0,0,36,0,0,0
18,14,14,72,58,14,0,0,14,0,0,0
19,14,14,69,55,14,0,0,14,0,0,0
20,8,9,227,218,8,0,0,9,0,0,0
21,14,15,88,73,14,0,0,15,0,0,0
22,12,14,98,84,12,0,0,14,0,0,0
23,6,6,175,169,6,0,0,6,0,0,0
24,8,10,137,127,8,0,0,10,0,0,0
25,2,3,83,80,2,0,0,3,0,0,0
26,2,3,81,78,2,0,0,3,0,0,0
27,4,4,92,88,4,0,0,4,0,0,0
28,14,14,109,95,14,0,0,14,0,0,0
29,8,8,343,335,8,0,0,8,0,0,0
30,12,12,113,101,12,0,0,12,0,0,0
31,8,8,95,87,8,0,0,8,0,0,0
32,4,4,105,101,4,0,0,4,0,0,0
33,8,16,129,113,8,0,0,16,0,0,0
34,2,2,112,110,2,0,0,2,0,0,0
35,10,10,128,118,10,0,0,10,0,0,0
36,2,2,113,111,2,0,0,2,0,0,0
37,12,12,105,93,12,0,0,12,0,0,0
38,6,6,112,106,6,0,0,6,0,0,0
39,2,2,115,113,2,0,0,2,0,0,0
40,6,8,163,155,6,0,0,8,0,0,0
41,14,39,155,116,14,0,0,39,0,0,0
42,10,10,126,116,10,0,0,10,0,0,0
43,10,11,129,118,10,0,0,11,0,0,0
44,4,4,158,154,4,0,0,4,0,0,0
45,12,12,138,126,12,0,0,12,0,0,0
46,14,28,171,143,14,0,0,28,0,0,0
47,12,12,156,144,12,0,0,12,0,0,0
48,10,10,150,140,10,0,0,10,0,0,0
49,14,14,152,138,14,0,0,14,0,0,0
50,14,14,169,155,14,0,0,14,0,0,0
51,6,6,230,224,6,0,0,6,0,0,0
52,10,10,150,140,10,0,0,10,0,0,0
53,10,10,163,153,10,0,0,10,0,0,0
54,10,10,171,161,10,0,0,10,0,0,0
55,6,6,154,148,6,0,0,6,0,0,0
56,6,6,204,198,6,0,0,6,0,0,0
57,14,15,172,157,14,0,0,15,0,0,0
58,12,17,169,152,12,0,0,17,0,0,0
59,8,8,334,326,8,0,0,8,0,0,0
60,2,2,166,164,2,0,0,2,0,0,0
61,12,12,197,185,12,0,0,12,0,0,0
62,10,23,187,164,10,0,0,23,0,0,0
63,4,4,174,170,4,0,0,4,0,0,0
64,14,14,188,174,14,0,0,14,0,0,0
65,10,13,215,202,10,0,0,13,0,0,0
66,10,25,210,185,10,0,0,25,0,0,0
67,8,9,243,234,8,0,0,9,0,0,0
68,12,12,207,195,12,0,0,12,0,0,0
69,12,12,215,203,12,0,0,12,0,0,0
70,14,14,228,214,14,0,0,14,0,0,0
71,6,12,205,193,6,0,0,12,0,0,0
72,2,2,237,235,2,0,0,2,0,0,0
73,8,10,214,204,8,0,0,10,0,0,0
74,2,3,201,198,2,0,0,3,0,0,0
75,6,6,294,288,6,0,0,6,0,0,0
76,14,14,222,208,14,0,0,14,0,0,0
77,2,2,208,206,2,0,0,2,0,0,0
78,4,4,272,268,4,0,0,4,0,0,0
79,8,8,239,231,8,0,0,8,0,0,0
80,2,2,218,216,2,0,0,2,0,0,0
81,4,4,223,219,4,0,0,4,0,0,0
82,8,8,259,251,8,0,0,8,0,0,0
83,8,8,230,222,8,0,0,8,0,0,0
84,6,6,224,218,6,0,0,6,0,0,0
85,14,22,255,233,14,0,0,22,0,0,0
86,8,8,328,320,8,0,0,8,0,0,0
87,14,14,257,243,14,0,0,14,0,0,0
88,4,4,308,304,4,0,0,4,0,0,0
89,6,6,379,373,6,0,0,6,0,0,0
90,4,4,302,298,4,0,0,4,0,0,0
91,12,29,267,238,12,0,0,29,0,0,0
92,10,10,252,242,10,0,0,10,0,0,0
93,10,12,247,235,10,0,0,12,0,0,0
94,8,8,380,372,8,0,0,8,0,0,0
95,12,12,268,256,12,0,0,12,0,0,0
96,10,10,254,244,10,0,0,10,0,0,0
97,8,8,338,330,8,0,0,8,0,0,0
98,2,2,271,269,2,0,0,2,0,0,0
99,12,12,261,249,12,0,0,12,0,0,0
