Job ID,GCUs Required,Execution Time,DeadLine,Lastest Time Schedulable,GCUs Req High,GCUs Req Medium,GCUs Req Low,ET High,ET Medium,ET Low,Deadline Flexibility
0,8,8,86,78,8,0,0,8,0,0,0
1,14,14,19,5,14,0,0,14,0,0,0
2,14,14,21,7,14,0,0,14,0,0,0
3,4,4,18,14,4,0,0,4,0,0,0
4,4,5,54,49,4,0,0,5,0,0,0
5,14,14,55,41,14,0,0,14,0,0,0
6,2,2,35,33,2,0,0,2,0,0,0
7,2,2,34,32,2,0,0,2,0,0,0
8,2,2,27,25,2,0,0,2,0,0,0
9,4,5,38,33,4,0,0,5,0,0,0
10,12,12,55,43,12,0,0,12,0,0,0
11,4,4,41,37,4,0,0,4,0,0,0
12,6,9,47,38,6,0,0,9,0,0,0
13,14,21,52,31,14,0,0,21,0,0,0
14,14,57,88,31,14,0,0,57,0,0,0
15,2,2,48,46,2,0,0,2,0,0,0
16,2,4,55,51,2,0,0,4,0,0,0
17,10,10,59,49,10,0,0,10,0,0,0
18,10,10,53,43,10,0,0,10,0,0,0
19,6,6,233,227,6,0,0,6,0,0,0
20,14,19,74,55,14,0,0,19,0,0,0
21,10,13,60,47,10,0,0,13,0,0,0
22,2,2,93,91,2,0,0,2,0,0,0
23,4,8,118,110,4,0,0,8,0,0,0
24,8,12,290,278,8,0,0,12,0,0,0
25,14,14,91,77,14,0,0,14,0,0,0
26,14,14,93,79,14,0,0,14,0,0,0
27,8,9,141,132,8,0,0,9,0,0,0
28,12,12,81,69,12,0,0,12,0,0,0
29,6,7,75,68,6,0,0,7,0,0,0
30,4,8,122,114,4,0,0,8,0,0,0
31,12,12,100,88,12,0,0,12,0,0,0
32,10,10,105,95,10,0,0,10,0,0,0
33,14,14,91,77,14,0,0,14,0,0,0
34,8,8,171,163,8,0,0,8,0,0,0
35,2,2,100,98,2,0,0,2,0,0,0
36,6,6,94,88,6,0,0,6,0,0,0
37,10,10,101,91,10,0,0,10,0,0,0
38,14,29,119,90,14,0,0,29,0,0,0
39,2,2,121,119,2,0,0,2,0,0,0
40,2,2,92,90,2,0,0,2,0,0,0
41,14,14,106,92,14,0,0,14,0,0,0
42,4,4,118,114,4,0,0,4,0,0,0
43,4,4,111,107,4,0,0,4,0,0,0
44,14,14,112,98,14,0,0,14,0,0,0
45,10,10,126,116,10,0,0,10,0,0,0
46,2,2,110,108,2,0,0,2,0,0,0
47,4,5,248,243,4,0,0,5,0,0,0
48,14,14,128,114,14,0,0,14,0,0,0
49,10,10,132,122,10,0,0,10,0,0,0
50,2,2,122,120,2,0,0,2,0,0,0
51,10,10,133,123,10,0,0,10,0,0,0
52,8,8,185,177,8,0,0,8,0,0,0
53,14,14,154,140,14,0,0,14,0,0,0
54,8,8,144,136,8,0,0,8,0,0,0
55,12,14,150,136,12,0,0,14,0,0,0
56,6,9,181,172,6,0,0,9,0,0,0
57,6,26,175,149,6,0,0,26,0,0,0
58,6,6,144,138,6,0,0,6,0,0,0
59,8,8,167,159,8,0,0,8,0,0,0
60,4,4,168,164,4,0,0,4,0,0,0
61,8,8,287,279,8,0,0,8,0,0,0
62,8,13,190,177,8,0,0,13,0,0,0
63,2,2,170,168,2,0,0,2,0,0,0
64,6,6,356,350,6,0,0,6,0,0,0
65,4,4,265,261,4,0,0,4,0,0,0
66,2,3,195,192,2,0,0,3,0,0,0
67,8,8,245,237,8,0,0,8,0,0,0
68,12,12,185,173,12,0,0,12,0,0,0
69,14,14,191,177,14,0,0,14,0,0,0
70,2,2,178,176,2,0,0,2,0,0,0
71,10,11,190,179,10,0,0,11,0,0,0
72,4,4,200,196,4,0,0,4,0,0,0
73,10,15,191,176,10,0,0,15,0,0,0
74,10,10,192,182,10,0,0,10,0,0,0
75,6,9,204,195,6,0,0,9,0,0,0
76,10,10,194,184,10,0,0,10,0,0,0
77,2,3,221,218,2,0,0,3,0,0,0
78,6,6,283,277,6,0,0,6,0,0,0
79,6,7,196,189,6,0,0,7,0,0,0
80,10,10,203,193,10,0,0,10,0,0,0
81,8,8,212,204,8,0,0,8,0,0,0
82,12,12,206,194,12,0,0,12,0,0,0
83,14,14,224,210,14,0,0,14,0,0,0
84,14,15,217,202,14,0,0,15,0,0,0
85,10,10,216,206,10,0,0,10,0,0,0
86,4,4,222,218,4,0,0,4,0,0,0
87,2,2,208,206,2,0,0,2,0,0,0
88,2,2,219,217,2,0,0,2,0,0,0
89,2,2,215,213,2,0,0,2,0,0,0
90,4,7,269,262,4,0,0,7,0,0,0
91,6,6,244,238,6,0,0,6,0,0,0
92,2,2,236,234,2,0,0,2,0,0,0
93,12,12,236,224,12,0,0,12,0,0,0
94,10,10,238,228,10,0,0,10,0,0,0
95,14,24,270,246,14,0,0,24,0,0,0
96,10,13,248,235,10,0,0,13,0,0,0
97,14,14,270,256,14,0,0,14,0,0,0
98,2,2,237,235,2,0,0,2,0,0,0
99,6,6,260,254,6,0,0,6,0,0,0
