Job ID,GCUs Required,Execution Time,DeadLine,Lastest Time Schedulable,GCUs Req High,GCUs Req Medium,GCUs Req Low,ET High,ET Medium,ET Low,Deadline Flexibility
0,6,6,87,81,6,0,0,6,0,0,0
1,6,7,26,19,6,0,0,7,0,0,0
2,10,10,29,19,10,0,0,10,0,0,0
3,2,2,19,17,2,0,0,2,0,0,0
4,14,15,48,33,14,0,0,15,0,0,0
5,8,9,32,23,8,0,0,9,0,0,0
6,2,2,22,20,2,0,0,2,0,0,0
7,8,8,98,90,8,0,0,8,0,0,0
8,8,8,29,21,8,0,0,8,0,0,0
9,12,15,36,21,12,0,0,15,0,0,0
10,14,30,61,31,14,0,0,30,0,0,0
11,8,8,89,81,8,0,0,8,0,0,0
12,14,14,44,30,14,0,0,14,0,0,0
13,10,10,56,46,10,0,0,10,0,0,0
14,2,2,40,38,2,0,0,2,0,0,0
15,8,8,47,39,8,0,0,8,0,0,0
16,12,12,45,33,12,0,0,12,0,0,0
17,12,20,51,31,12,0,0,20,0,0,0
18,6,6,89,83,6,0,0,6,0,0,0
19,6,6,70,64,6,0,0,6,0,0,0
20,8,8,127,119,8,0,0,8,0,0,0
21,8,8,150,142,8,0,0,8,0,0,0
22,2,2,44,42,2,0,0,2,0,0,0
23,12,12,76,64,12,0,0,12,0,0,0
24,14,14,87,73,14,0,0,14,0,0,0
25,6,6,99,93,6,0,0,6,0,0,0
26,2,2,100,98,2,0,0,2,0,0,0
27,10,12,75,63,10,0,0,12,0,0,0
28,10,10,79,69,10,0,0,10,0,0,0
29,12,12,93,81,12,0,0,12,0,0,0
30,6,8,163,155,6,0,0,8,0,0,0
31,8,8,123,115,8,0,0,8,0,0,0
32,14,23,88,65,14,0,0,23,0,0,0
33,8,8,139,131,8,0,0,8,0,0,0
34,6,10,101,91,6,0,0,10,0,0,0
35,14,14,89,75,14,0,0,14,0,0,0
36,6,6,86,80,6,0,0,6,0,0,0
37,10,12,91,79,10,0,0,12,0,0,0
38,8,8,157,149,8,0,0,8,0,0,0
39,4,4,132,128,4,0,0,4,0,0,0
40,14,14,105,91,14,0,0,14,0,0,0
41,12,12,100,88,12,0,0,12,0,0,0
42,6,6,127,121,6,0,0,6,0,0,0
43,10,10,104,94,10,0,0,10,0,0,0
44,10,10,119,109,10,0,0,10,0,0,0
45,12,12,114,102,12,0,0,12,0,0,0
46,10,10,118,108,10,0,0,10,0,0,0
47,6,6,181,175,6,0,0,6,0,0,0
48,12,15,126,111,12,0,0,15,0,0,0
49,14,14,147,133,14,0,0,14,0,0,0
50,10,10,136,126,10,0,0,10,0,0,0
51,6,6,128,122,6,0,0,6,0,0,0
52,6,6,130,124,6,0,0,6,0,0,0
53,8,18,234,216,8,0,0,18,0,0,0
54,14,14,148,134,14,0,0,14,0,0,0
55,2,2,135,133,2,0,0,2,0,0,0
56,14,14,140,126,14,0,0,14,0,0,0
57,6,6,154,148,6,0,0,6,0,0,0
58,14,14,175,161,14,0,0,14,0,0,0
59,12,12,139,127,12,0,0,12,0,0,0
60,4,4,133,129,4,0,0,4,0,0,0
61,6,10,249,239,6,0,0,10,0,0,0
62,6,7,142,135,6,0,0,7,0,0,0
63,8,8,489,481,8,0,0,8,0,0,0
64,12,12,151,139,12,0,0,12,0,0,0
65,4,4,181,177,4,0,0,4,0,0,0
66,8,8,229,221,8,0,0,8,0,0,0
67,8,19,175,156,8,0,0,19,0,0,0
68,6,6,221,215,6,0,0,6,0,0,0
69,12,12,183,171,12,0,0,12,0,0,0
70,12,12,157,145,12,0,0,12,0,0,0
71,2,2,168,166,2,0,0,2,0,0,0
72,6,6,204,198,6,0,0,6,0,0,0
73,4,4,220,216,4,0,0,4,0,0,0
74,4,4,194,190,4,0,0,4,0,0,0
75,14,20,182,162,14,0,0,20,0,0,0
76,2,2,171,169,2,0,0,2,0,0,0
77,14,14,185,171,14,0,0,14,0,0,0
78,10,11,183,172,10,0,0,11,0,0,0
79,12,12,184,172,12,0,0,12,0,0,0
80,4,4,250,246,4,0,0,4,0,0,0
81,10,10,190,180,10,0,0,10,0,0,0
82,14,23,250,227,14,0,0,23,0,0,0
83,14,14,202,188,14,0,0,14,0,0,0
84,10,10,195,185,10,0,0,10,0,0,0
85,10,10,207,197,10,0,0,10,0,0,0
86,12,12,213,201,12,0,0,12,0,0,0
87,12,12,201,189,12,0,0,12,0,0,0
88,12,12,210,198,12,0,0,12,0,0,0
89,10,10,213,203,10,0,0,10,0,0,0
90,4,4,255,251,4,0,0,4,0,0,0
91,6,6,277,271,6,0,0,6,0,0,0
92,14,15,242,227,14,0,0,15,0,0,0
93,6,7,223,216,6,0,0,7,0,0,0
94,12,12,232,220,12,0,0,12,0,0,0
95,14,14,244,230,14,0,0,14,0,0,0
96,2,2,296,294,2,0,0,2,0,0,0
97,4,4,230,226,4,0,0,4,0,0,0
98,10,12,238,226,10,0,0,12,0,0,0
99,12,12,246,234,12,0,0,12,0,0,0
