Job ID,GCUs Required,Execution Time,DeadLine,Lastest Time Schedulable,GCUs Req High,GCUs Req Medium,GCUs Req Low,ET High,ET Medium,ET Low,Deadline Flexibility
0,8,8,54,46,8,4,2,8,12,18,0
1,6,7,20,13,6,2,0,7,11,0,0
2,4,5,23,18,4,2,0,5,7,0,0
3,2,2,15,13,2,0,0,2,0,0,0
4,6,15,31,16,6,2,0,15,25,0,0
5,8,8,228,220,8,4,2,8,12,18,0
6,8,8,35,27,8,4,2,8,12,18,0
7,2,2,50,48,2,0,0,2,0,0,0
8,14,30,56,26,14,6,2,30,47,78,0
9,8,14,104,90,8,4,2,14,21,31,0
10,8,8,60,52,8,4,2,8,12,18,0
11,14,14,61,47,14,6,2,14,22,36,0
12,8,8,71,63,8,4,2,8,12,18,0
13,4,4,39,35,4,2,0,4,6,0,0
14,4,6,150,144,4,2,0,6,9,0,0
15,8,8,117,109,8,4,2,8,12,18,0
16,6,6,60,54,6,2,0,6,10,0,0
17,8,8,56,48,8,4,2,8,12,18,0
18,8,8,89,81,8,4,2,8,12,18,0
19,4,10,93,83,4,2,0,10,15,0,0
20,12,12,69,57,12,6,2,12,18,30,0
21,4,6,135,129,4,2,0,6,9,0,0
22,8,8,182,174,8,4,2,8,12,18,0
23,4,11,137,126,4,2,0,11,16,0,0
24,2,3,69,66,2,0,0,3,0,0,0
25,8,8,173,165,8,4,2,8,12,18,0
26,10,10,101,91,10,4,2,10,16,24,0
27,10,10,93,83,10,4,2,10,16,24,0
28,8,8,187,179,8,4,2,8,12,18,0
29,12,12,93,81,12,6,2,12,18,30,0
30,10,10,108,98,10,4,2,10,16,24,0
31,4,4,98,94,4,2,0,4,6,0,0
32,6,6,113,107,6,2,0,6,10,0,0
33,8,8,138,130,8,4,2,8,12,18,0
34,12,12,117,105,12,6,2,12,18,30,0
35,12,12,124,112,12,6,2,12,18,30,0
36,10,10,116,106,10,4,2,10,16,24,0
37,6,6,131,125,6,2,0,6,10,0,0
38,6,10,129,119,6,2,0,10,16,0,0
39,2,2,131,129,2,0,0,2,0,0,0
40,14,14,125,111,14,6,2,14,22,36,0
41,12,12,180,168,12,6,2,12,18,30,0
42,4,4,143,139,4,2,0,4,6,0,0
43,4,4,281,277,4,2,0,4,6,0,0
44,2,2,132,130,2,0,0,2,0,0,0
45,10,11,128,117,10,4,2,11,17,25,0
46,12,28,173,145,12,6,2,28,42,70,0
47,4,5,202,197,4,2,0,5,7,0,0
48,10,10,150,140,10,4,2,10,16,24,0
49,6,6,175,169,6,2,0,6,10,0,0
50,6,6,280,274,6,2,0,6,10,0,0
51,8,8,244,236,8,4,2,8,12,18,0
52,10,10,154,144,10,4,2,10,16,24,0
53,6,6,170,164,6,2,0,6,10,0,0
54,12,15,168,153,12,6,2,15,22,36,0
55,4,4,182,178,4,2,0,4,6,0,0
56,10,10,165,155,10,4,2,10,16,24,0
57,4,4,172,168,4,2,0,4,6,0,0
58,2,2,162,160,2,0,0,2,0,0,0
59,14,14,197,183,14,6,2,14,22,36,0
60,14,14,184,170,14,6,2,14,22,36,0
61,2,2,194,192,2,0,0,2,0,0,0
62,12,17,205,188,12,6,2,17,25,41,0
63,8,9,207,198,8,4,2,9,13,19,0
64,4,4,277,273,4,2,0,4,6,0,0
65,8,13,286,273,8,4,2,13,19,28,0
66,2,2,229,227,2,0,0,2,0,0,0
67,4,4,198,194,4,2,0,4,6,0,0
68,4,4,202,198,4,2,0,4,6,0,0
69,6,6,237,231,6,2,0,6,10,0,0
70,12,12,222,210,12,6,2,12,18,30,0
71,2,2,216,214,2,0,0,2,0,0,0
72,14,14,258,244,14,6,2,14,22,36,0
73,10,10,241,231,10,4,2,10,16,24,0
74,12,12,235,223,12,6,2,12,18,30,0
75,6,6,311,305,6,2,0,6,10,0,0
76,6,6,341,335,6,2,0,6,10,0,0
77,12,12,247,235,12,6,2,12,18,30,0
78,12,12,249,237,12,6,2,12,18,30,0
79,12,12,247,235,12,6,2,12,18,30,0
80,6,6,298,292,6,2,0,6,10,0,0
81,4,4,246,242,4,2,0,4,6,0,0
82,6,6,293,287,6,2,0,6,10,0,0
83,12,12,297,285,12,6,2,12,18,30,0
84,6,6,333,327,6,2,0,6,10,0,0
85,2,2,267,265,2,0,0,2,0,0,0
86,4,4,435,431,4,2,0,4,6,0,0
87,14,14,286,272,14,6,2,14,22,36,0
88,10,10,288,278,10,4,2,10,16,24,0
89,10,11,286,275,10,4,2,11,17,25,0
90,14,14,293,279,14,6,2,14,22,36,0
91,6,6,348,342,6,2,0,6,10,0,0
92,8,8,293,285,8,4,2,8,12,18,0
93,6,16,308,292,6,2,0,16,26,0,0
94,2,3,278,275,2,0,0,3,0,0,0
95,6,6,321,315,6,2,0,6,10,0,0
96,14,14,289,275,14,6,2,14,22,36,0
97,8,17,295,278,8,4,2,17,25,37,0
98,2,2,285,283,2,0,0,2,0,0,0
99,8,9,317,308,8,4,2,9,13,19,0
