Job ID,GCUs Required,Execution Time,DeadLine,Lastest Time Schedulable,GCUs Req High,GCUs Req Medium,GCUs Req Low,ET High,ET Medium,ET Low,Deadline Flexibility
0,8,8,66,58,8,4,2,8,12,18,40
1,2,2,6,4,2,0,0,2,0,0,40
2,8,16,55,39,8,4,2,16,24,36,40
3,12,12,25,13,12,6,2,12,18,30,20
4,2,6,18,12,2,0,0,6,0,0,40
5,4,4,66,62,4,2,0,4,6,0,0
6,4,10,25,15,4,2,0,10,15,0,0
7,4,7,20,13,4,2,0,7,10,0,0
8,10,14,37,23,10,4,2,14,22,33,0
9,8,10,197,187,8,4,2,10,15,22,20
10,6,15,45,30,6,2,0,15,25,0,0
11,6,6,140,134,6,2,0,6,10,0,20
12,14,14,63,49,14,6,2,14,22,36,0
13,6,6,62,56,6,2,0,6,10,0,0
14,14,20,82,62,14,6,2,20,31,51,0
15,4,4,83,79,4,2,0,4,6,0,20
16,2,2,37,35,2,0,0,2,0,0,20
17,14,14,87,73,14,6,2,14,22,36,20
18,4,4,267,263,4,2,0,4,6,0,40
19,14,14,50,36,14,6,2,14,22,36,20
20,12,12,63,51,12,6,2,12,18,30,0
21,14,14,68,54,14,6,2,14,22,36,40
22,8,8,98,90,8,4,2,8,12,18,40
23,4,4,120,116,4,2,0,4,6,0,40
24,12,25,70,45,12,6,2,25,37,61,0
25,12,12,69,57,12,6,2,12,18,30,40
26,2,2,60,58,2,0,0,2,0,0,20
27,2,2,57,55,2,0,0,2,0,0,0
28,6,6,66,60,6,2,0,6,10,0,0
29,4,6,98,92,4,2,0,6,9,0,0
30,10,14,75,61,10,4,2,14,22,33,40
31,4,4,118,114,4,2,0,4,6,0,20
32,14,30,100,70,14,6,2,30,47,78,0
33,2,2,94,92,2,0,0,2,0,0,0
34,8,8,114,106,8,4,2,8,12,18,20
35,12,12,93,81,12,6,2,12,18,30,0
36,12,12,84,72,12,6,2,12,18,30,40
37,8,8,181,173,8,4,2,8,12,18,0
38,10,15,117,102,10,4,2,15,24,36,40
39,14,14,107,93,14,6,2,14,22,36,20
40,8,8,229,221,8,4,2,8,12,18,40
41,14,14,104,90,14,6,2,14,22,36,20
42,8,8,109,101,8,4,2,8,12,18,40
43,4,4,98,94,4,2,0,4,6,0,20
44,8,8,129,121,8,4,2,8,12,18,40
45,10,10,109,99,10,4,2,10,16,24,20
46,12,12,111,99,12,6,2,12,18,30,20
47,12,12,121,109,12,6,2,12,18,30,40
48,12,12,113,101,12,6,2,12,18,30,20
49,14,14,159,145,14,6,2,14,22,36,40
50,8,8,167,159,8,4,2,8,12,18,40
51,4,6,229,223,4,2,0,6,9,0,20
52,2,2,121,119,2,0,0,2,0,0,0
53,10,10,133,123,10,4,2,10,16,24,0
54,4,4,165,161,4,2,0,4,6,0,20
55,12,12,143,131,12,6,2,12,18,30,40
56,12,12,140,128,12,6,2,12,18,30,20
57,14,17,157,140,14,6,2,17,26,43,0
58,8,8,263,255,8,4,2,8,12,18,40
59,10,12,141,129,10,4,2,12,19,28,20
60,6,12,243,231,6,2,0,12,20,0,20
61,10,10,145,135,10,4,2,10,16,24,20
62,10,10,138,128,10,4,2,10,16,24,0
63,12,12,150,138,12,6,2,12,18,30,20
64,8,8,446,438,8,4,2,8,12,18,0
65,8,8,251,243,8,4,2,8,12,18,0
66,8,8,185,177,8,4,2,8,12,18,20
67,10,16,169,153,10,4,2,16,25,37,0
68,8,8,160,152,8,4,2,8,12,18,40
69,8,8,267,259,8,4,2,8,12,18,0
70,4,7,161,154,4,2,0,7,10,0,20
71,4,5,191,186,4,2,0,5,7,0,40
72,6,7,176,169,6,2,0,7,11,0,40
73,8,8,187,179,8,4,2,8,12,18,0
74,10,10,168,158,10,4,2,10,16,24,40
75,12,12,240,228,12,6,2,12,18,30,0
76,10,10,201,191,10,4,2,10,16,24,40
77,10,10,205,195,10,4,2,10,16,24,40
78,8,8,195,187,8,4,2,8,12,18,40
79,4,4,186,182,4,2,0,4,6,0,40
80,4,4,193,189,4,2,0,4,6,0,0
81,4,4,213,209,4,2,0,4,6,0,40
82,4,10,196,186,4,2,0,10,15,0,40
83,14,14,204,190,14,6,2,14,22,36,0
84,2,2,203,201,2,0,0,2,0,0,0
85,12,12,208,196,12,6,2,12,18,30,0
86,4,4,200,196,4,2,0,4,6,0,40
87,4,4,226,222,4,2,0,4,6,0,40
88,10,10,222,212,10,4,2,10,16,24,40
89,6,8,219,211,6,2,0,8,13,0,40
90,14,14,233,219,14,6,2,14,22,36,0
91,4,4,263,259,4,2,0,4,6,0,20
92,10,10,231,221,10,4,2,10,16,24,0
93,6,8,263,255,6,2,0,8,13,0,0
94,10,10,228,218,10,4,2,10,16,24,0
95,12,21,240,219,12,6,2,21,31,51,40
96,6,7,358,351,6,2,0,7,11,0,0
97,6,6,228,222,6,2,0,6,10,0,0
98,14,16,264,248,14,6,2,16,25,41,40
99,14,14,294,280,14,6,2,14,22,36,20
